Jurisdiction,Overseas,Locally acquired - contact of confirmed case,Locally acquired - unknown contact*,Locally acquired - interstate travel,Under investigation*,Total cases,Total deaths,Date,Locally acquired - unknown contact,Under investigation,"Population with at least one doses, 5+ years (%)","Population with two doses, 5+ years (%)","Eligible population with third dose, 16+ years (%)","Eligible population with fourth dose, 30+ years (%)"
WA,,,,,,,,2022-11-05,,,90.9%,88.3%,83.5%,36.2%
SA,,,,,,,,2022-11-05,,,89.2%,86.5%,76.1%,45.7%
Tas,,,,,,,,2022-11-05,,,91.4%,88.9%,74.6%,48.3%
ACT,,,,,,,,2022-11-05,,,94.7%,92.6%,80.7%,46.6%
NT,,,,,,,,2022-11-05,,,83.7%,80.1%,79.6%,24.8%
National,,,,,,,,2022-11-06,,,92.0%,89.6%,72.2%,41.7%
NSW,,,,,,,,2022-11-06,,,91.5%,89.4%,70.2%,43.3%
Vic,,,,,,,,2022-11-06,,,93.2%,91.0%,74.3%,39.3%
Qld,,,,,,,,2022-11-06,,,86.8%,84.4%,65.2%,44.7%
WA,,,,,,,,2022-11-06,,,90.9%,88.3%,83.5%,36.2%
SA,,,,,,,,2022-11-06,,,89.2%,86.5%,76.1%,45.7%
Tas,,,,,,,,2022-11-06,,,91.4%,88.9%,74.6%,48.3%
ACT,,,,,,,,2022-11-06,,,94.7%,92.6%,80.7%,46.6%
NT,,,,,,,,2022-11-06,,,83.7%,80.1%,79.6%,24.8%
National,,,,,,,,2022-11-07,,,92.0%,89.6%,72.2%,41.7%
NSW,,,,,,,,2022-11-07,,,91.5%,89.4%,70.2%,43.3%
Vic,,,,,,,,2022-11-07,,,93.2%,91.0%,74.3%,39.3%
Qld,,,,,,,,2022-11-07,,,86.8%,84.4%,65.2%,44.7%
WA,,,,,,,,2022-11-07,,,90.9%,88.3%,83.5%,36.2%
SA,,,,,,,,2022-11-07,,,89.2%,86.5%,76.1%,45.7%
Tas,,,,,,,,2022-11-07,,,91.4%,88.9%,74.6%,48.3%
ACT,,,,,,,,2022-11-07,,,94.7%,92.6%,80.7%,46.6%
NT,,,,,,,,2022-11-07,,,83.7%,80.1%,79.6%,24.8%
National,,,,,,,,2022-11-08,,,92.0%,89.6%,72.2%,41.7%
NSW,,,,,,,,2022-11-08,,,91.5%,89.4%,70.2%,43.3%
Vic,,,,,,,,2022-11-08,,,93.2%,91.0%,74.3%,39.3%
Qld,,,,,,,,2022-11-08,,,86.8%,84.4%,65.2%,44.7%
WA,,,,,,,,2022-11-08,,,90.9%,88.3%,83.5%,36.2%
SA,,,,,,,,2022-11-08,,,89.2%,86.5%,76.1%,45.7%
Tas,,,,,,,,2022-11-08,,,91.4%,88.9%,74.6%,48.3%
ACT,,,,,,,,2022-11-08,,,94.7%,92.6%,80.7%,46.6%
NT,,,,,,,,2022-11-08,,,83.7%,80.1%,79.6%,24.8%
National,,,,,,,,2022-11-09,,,92.0%,89.6%,72.2%,41.7%
NSW,,,,,,,,2022-11-09,,,91.5%,89.4%,70.2%,43.3%
Vic,,,,,,,,2022-11-09,,,93.2%,91.0%,74.3%,39.3%
Qld,,,,,,,,2022-11-09,,,86.8%,84.4%,65.2%,44.7%
WA,,,,,,,,2022-11-09,,,90.9%,88.3%,83.5%,36.2%
SA,,,,,,,,2022-11-09,,,89.2%,86.5%,76.1%,45.7%
Tas,,,,,,,,2022-11-09,,,91.4%,88.9%,74.6%,48.3%
ACT,,,,,,,,2022-11-09,,,94.7%,92.6%,80.7%,46.6%
NT,,,,,,,,2022-11-09,,,83.7%,80.1%,79.6%,24.8%
National,,,,,,,,2022-11-10,,,92.0%,89.6%,72.2%,41.7%
NSW,,,,,,,,2022-11-10,,,91.5%,89.4%,70.2%,43.3%
Vic,,,,,,,,2022-11-10,,,93.2%,91.0%,74.3%,39.3%
Qld,,,,,,,,2022-11-10,,,86.8%,84.4%,65.2%,44.7%
WA,,,,,,,,2022-11-10,,,90.9%,88.3%,83.5%,36.2%
SA,,,,,,,,2022-11-10,,,89.2%,86.5%,76.1%,45.7%
Tas,,,,,,,,2022-11-10,,,91.4%,88.9%,74.6%,48.3%
ACT,,,,,,,,2022-11-10,,,94.7%,92.6%,80.7%,46.6%
NT,,,,,,,,2022-11-10,,,83.7%,80.1%,79.6%,24.8%
National,,,,,,,,2022-11-11,,,92.0%,89.6%,72.2%,42.1%
NSW,,,,,,,,2022-11-11,,,91.5%,89.4%,70.3%,43.6%
Vic,,,,,,,,2022-11-11,,,93.2%,91.0%,74.3%,39.7%
Qld,,,,,,,,2022-11-11,,,86.8%,84.4%,65.2%,45.0%
WA,,,,,,,,2022-11-11,,,90.9%,88.4%,83.5%,36.5%
SA,,,,,,,,2022-11-11,,,89.2%,86.5%,76.1%,46.0%
Tas,,,,,,,,2022-11-11,,,91.4%,88.9%,74.6%,48.7%
ACT,,,,,,,,2022-11-11,,,94.7%,92.6%,80.7%,47.2%
NT,,,,,,,,2022-11-11,,,83.7%,80.0%,79.6%,25.1%
National,,,,,,,,2022-11-12,,,92.0%,89.6%,72.2%,42.1%
NSW,,,,,,,,2022-11-12,,,91.5%,89.4%,70.3%,43.6%
Vic,,,,,,,,2022-11-12,,,93.2%,91.0%,74.3%,39.7%
Qld,,,,,,,,2022-11-12,,,86.8%,84.4%,65.2%,45.0%
WA,,,,,,,,2022-11-12,,,90.9%,88.4%,83.5%,36.5%
SA,,,,,,,,2022-11-12,,,89.2%,86.5%,76.1%,46.0%
Tas,,,,,,,,2022-11-12,,,91.4%,88.9%,74.6%,48.7%
ACT,,,,,,,,2022-11-12,,,94.7%,92.6%,80.7%,47.2%
NT,,,,,,,,2022-11-12,,,83.7%,80.0%,79.6%,25.1%
National,,,,,,,,2022-11-13,,,92.0%,89.6%,72.2%,42.1%
NSW,,,,,,,,2022-11-13,,,91.5%,89.4%,70.3%,43.6%
Vic,,,,,,,,2022-11-13,,,93.2%,91.0%,74.3%,39.7%
Qld,,,,,,,,2022-11-13,,,86.8%,84.4%,65.2%,45.0%
WA,,,,,,,,2022-11-13,,,90.9%,88.4%,83.5%,36.5%
SA,,,,,,,,2022-11-13,,,89.2%,86.5%,76.1%,46.0%
Tas,,,,,,,,2022-11-13,,,91.4%,88.9%,74.6%,48.7%
ACT,,,,,,,,2022-11-13,,,94.7%,92.6%,80.7%,47.2%
NT,,,,,,,,2022-11-13,,,83.7%,80.0%,79.6%,25.1%
National,,,,,,,,2022-11-14,,,92.0%,89.6%,72.2%,42.1%
NSW,,,,,,,,2022-11-14,,,91.5%,89.4%,70.3%,43.6%
Vic,,,,,,,,2022-11-14,,,93.2%,91.0%,74.3%,39.7%
Qld,,,,,,,,2022-11-14,,,86.8%,84.4%,65.2%,45.0%
WA,,,,,,,,2022-11-14,,,90.9%,88.4%,83.5%,36.5%
SA,,,,,,,,2022-11-14,,,89.2%,86.5%,76.1%,46.0%
Tas,,,,,,,,2022-11-14,,,91.4%,88.9%,74.6%,48.7%
ACT,,,,,,,,2022-11-14,,,94.7%,92.6%,80.7%,47.2%
NT,,,,,,,,2022-11-14,,,83.7%,80.0%,79.6%,25.1%
National,,,,,,,,2022-11-15,,,92.0%,89.6%,72.2%,42.1%
NSW,,,,,,,,2022-11-15,,,91.5%,89.4%,70.3%,43.6%
Vic,,,,,,,,2022-11-15,,,93.2%,91.0%,74.3%,39.7%
Qld,,,,,,,,2022-11-15,,,86.8%,84.4%,65.2%,45.0%
WA,,,,,,,,2022-11-15,,,90.9%,88.4%,83.5%,36.5%
SA,,,,,,,,2022-11-15,,,89.2%,86.5%,76.1%,46.0%
Tas,,,,,,,,2022-11-15,,,91.4%,88.9%,74.6%,48.7%
ACT,,,,,,,,2022-11-15,,,94.7%,92.6%,80.7%,47.2%
NT,,,,,,,,2022-11-15,,,83.7%,80.0%,79.6%,25.1%
National,,,,,,,,2022-11-16,,,92.0%,89.6%,72.2%,42.1%
NSW,,,,,,,,2022-11-16,,,91.5%,89.4%,70.3%,43.6%
Vic,,,,,,,,2022-11-16,,,93.2%,91.0%,74.3%,39.7%
Qld,,,,,,,,2022-11-16,,,86.8%,84.4%,65.2%,45.0%
WA,,,,,,,,2022-11-16,,,90.9%,88.4%,83.5%,36.5%
SA,,,,,,,,2022-11-16,,,89.2%,86.5%,76.1%,46.0%
Tas,,,,,,,,2022-11-16,,,91.4%,88.9%,74.6%,48.7%
ACT,,,,,,,,2022-11-16,,,94.7%,92.6%,80.7%,47.2%
NT,,,,,,,,2022-11-16,,,83.7%,80.0%,79.6%,25.1%
National,,,,,,,,2022-11-17,,,92.0%,89.6%,72.2%,42.1%
NSW,,,,,,,,2022-11-17,,,91.5%,89.4%,70.3%,43.6%
Vic,,,,,,,,2022-11-17,,,93.2%,91.0%,74.3%,39.7%
Qld,,,,,,,,2022-11-17,,,86.8%,84.4%,65.2%,45.0%
WA,,,,,,,,2022-11-17,,,90.9%,88.4%,83.5%,36.5%
SA,,,,,,,,2022-11-17,,,89.2%,86.5%,76.1%,46.0%
Tas,,,,,,,,2022-11-17,,,91.4%,88.9%,74.6%,48.7%
ACT,,,,,,,,2022-11-17,,,94.7%,92.6%,80.7%,47.2%
NT,,,,,,,,2022-11-17,,,83.7%,80.0%,79.6%,25.1%
National,,,,,,,,2022-11-18,,,92.0%,89.6%,72.3%,42.7%
NSW,,,,,,,,2022-11-18,,,91.5%,89.4%,70.3%,44.1%
Vic,,,,,,,,2022-11-18,,,93.2%,91.0%,74.4%,40.3%
Qld,,,,,,,,2022-11-18,,,86.8%,84.4%,65.3%,45.7%
WA,,,,,,,,2022-11-18,,,91.0%,88.4%,83.5%,37.0%
SA,,,,,,,,2022-11-18,,,89.2%,86.5%,76.1%,46.6%
Tas,,,,,,,,2022-11-18,,,91.4%,88.9%,74.7%,49.2%
ACT,,,,,,,,2022-11-18,,,94.7%,92.6%,80.7%,48.1%
NT,,,,,,,,2022-11-18,,,83.6%,80.0%,79.7%,25.5%
National,,,,,,,,2022-11-19,,,92.0%,89.6%,72.3%,42.7%
NSW,,,,,,,,2022-11-19,,,91.5%,89.4%,70.3%,44.1%
Vic,,,,,,,,2022-11-19,,,93.2%,91.0%,74.4%,40.3%
Qld,,,,,,,,2022-11-19,,,86.8%,84.4%,65.3%,45.7%
WA,,,,,,,,2022-11-19,,,91.0%,88.4%,83.5%,37.0%
SA,,,,,,,,2022-11-19,,,89.2%,86.5%,76.1%,46.6%
Tas,,,,,,,,2022-11-19,,,91.4%,88.9%,74.7%,49.2%
ACT,,,,,,,,2022-11-19,,,94.7%,92.6%,80.7%,48.1%
NT,,,,,,,,2022-11-19,,,83.6%,80.0%,79.7%,25.5%
National,,,,,,,,2022-11-20,,,92.0%,89.6%,72.3%,42.7%
NSW,,,,,,,,2022-11-20,,,91.5%,89.4%,70.3%,44.1%
Vic,,,,,,,,2022-11-20,,,93.2%,91.0%,74.4%,40.3%
Qld,,,,,,,,2022-11-20,,,86.8%,84.4%,65.3%,45.7%
WA,,,,,,,,2022-11-20,,,91.0%,88.4%,83.5%,37.0%
SA,,,,,,,,2022-11-20,,,89.2%,86.5%,76.1%,46.6%
Tas,,,,,,,,2022-11-20,,,91.4%,88.9%,74.7%,49.2%
ACT,,,,,,,,2022-11-20,,,94.7%,92.6%,80.7%,48.1%
NT,,,,,,,,2022-11-20,,,83.6%,80.0%,79.7%,25.5%
National,,,,,,,,2022-11-21,,,92.0%,89.6%,72.3%,42.7%
NSW,,,,,,,,2022-11-21,,,91.5%,89.4%,70.3%,44.1%
Vic,,,,,,,,2022-11-21,,,93.2%,91.0%,74.4%,40.3%
Qld,,,,,,,,2022-11-21,,,86.8%,84.4%,65.3%,45.7%
WA,,,,,,,,2022-11-21,,,91.0%,88.4%,83.5%,37.0%
SA,,,,,,,,2022-11-21,,,89.2%,86.5%,76.1%,46.6%
Tas,,,,,,,,2022-11-21,,,91.4%,88.9%,74.7%,49.2%
ACT,,,,,,,,2022-11-21,,,94.7%,92.6%,80.7%,48.1%
NT,,,,,,,,2022-11-21,,,83.6%,80.0%,79.7%,25.5%
National,,,,,,,,2022-11-22,,,92.0%,89.6%,72.3%,42.7%
NSW,,,,,,,,2022-11-22,,,91.5%,89.4%,70.3%,44.1%
Vic,,,,,,,,2022-11-22,,,93.2%,91.0%,74.4%,40.3%
Qld,,,,,,,,2022-11-22,,,86.8%,84.4%,65.3%,45.7%
WA,,,,,,,,2022-11-22,,,91.0%,88.4%,83.5%,37.0%
SA,,,,,,,,2022-11-22,,,89.2%,86.5%,76.1%,46.6%
Tas,,,,,,,,2022-11-22,,,91.4%,88.9%,74.7%,49.2%
ACT,,,,,,,,2022-11-22,,,94.7%,92.6%,80.7%,48.1%
NT,,,,,,,,2022-11-22,,,83.6%,80.0%,79.7%,25.5%
National,,,,,,,,2022-11-23,,,92.0%,89.6%,72.3%,42.7%
NSW,,,,,,,,2022-11-23,,,91.5%,89.4%,70.3%,44.1%
Vic,,,,,,,,2022-11-23,,,93.2%,91.0%,74.4%,40.3%
Qld,,,,,,,,2022-11-23,,,86.8%,84.4%,65.3%,45.7%
WA,,,,,,,,2022-11-23,,,91.0%,88.4%,83.5%,37.0%
SA,,,,,,,,2022-11-23,,,89.2%,86.5%,76.1%,46.6%
Tas,,,,,,,,2022-11-23,,,91.4%,88.9%,74.7%,49.2%
ACT,,,,,,,,2022-11-23,,,94.7%,92.6%,80.7%,48.1%
NT,,,,,,,,2022-11-23,,,83.6%,80.0%,79.7%,25.5%
National,,,,,,,,2022-11-24,,,92.0%,89.6%,72.3%,42.7%
NSW,,,,,,,,2022-11-24,,,91.5%,89.4%,70.3%,44.1%
Vic,,,,,,,,2022-11-24,,,93.2%,91.0%,74.4%,40.3%
Qld,,,,,,,,2022-11-24,,,86.8%,84.4%,65.3%,45.7%
WA,,,,,,,,2022-11-24,,,91.0%,88.4%,83.5%,37.0%
SA,,,,,,,,2022-11-24,,,89.2%,86.5%,76.1%,46.6%
Tas,,,,,,,,2022-11-24,,,91.4%,88.9%,74.7%,49.2%
ACT,,,,,,,,2022-11-24,,,94.7%,92.6%,80.7%,48.1%
NT,,,,,,,,2022-11-24,,,83.6%,80.0%,79.7%,25.5%
National,,,,,,,,2022-11-25,,,92.0%,89.6%,72.3%,43.1%
NSW,,,,,,,,2022-11-25,,,91.5%,89.4%,70.4%,44.6%
Vic,,,,,,,,2022-11-25,,,93.2%,91.0%,74.4%,40.8%
Qld,,,,,,,,2022-11-25,,,86.8%,84.4%,65.3%,46.2%
WA,,,,,,,,2022-11-25,,,91.0%,88.4%,83.5%,37.4%
SA,,,,,,,,2022-11-25,,,89.2%,86.5%,76.2%,47.1%
Tas,,,,,,,,2022-11-25,,,91.4%,88.9%,74.7%,49.7%
ACT,,,,,,,,2022-11-25,,,94.7%,92.6%,80.8%,48.9%
NT,,,,,,,,2022-11-25,,,83.6%,80.0%,79.7%,25.9%
National,,,,,,,,2022-11-26,,,92.0%,89.6%,72.3%,43.1%
NSW,,,,,,,,2022-11-26,,,91.5%,89.4%,70.4%,44.6%
Vic,,,,,,,,2022-11-26,,,93.2%,91.0%,74.4%,40.8%
Qld,,,,,,,,2022-11-26,,,86.8%,84.4%,65.3%,46.2%
WA,,,,,,,,2022-11-26,,,91.0%,88.4%,83.5%,37.4%
SA,,,,,,,,2022-11-26,,,89.2%,86.5%,76.2%,47.1%
Tas,,,,,,,,2022-11-26,,,91.4%,88.9%,74.7%,49.7%
ACT,,,,,,,,2022-11-26,,,94.7%,92.6%,80.8%,48.9%
NT,,,,,,,,2022-11-26,,,83.6%,80.0%,79.7%,25.9%
National,,,,,,,,2022-11-27,,,92.0%,89.6%,72.3%,43.1%
NSW,,,,,,,,2022-11-27,,,91.5%,89.4%,70.4%,44.6%
Vic,,,,,,,,2022-11-27,,,93.2%,91.0%,74.4%,40.8%
Qld,,,,,,,,2022-11-27,,,86.8%,84.4%,65.3%,46.2%
WA,,,,,,,,2022-11-27,,,91.0%,88.4%,83.5%,37.4%
SA,,,,,,,,2022-11-27,,,89.2%,86.5%,76.2%,47.1%
Tas,,,,,,,,2022-11-27,,,91.4%,88.9%,74.7%,49.7%
ACT,,,,,,,,2022-11-27,,,94.7%,92.6%,80.8%,48.9%
NT,,,,,,,,2022-11-27,,,83.6%,80.0%,79.7%,25.9%
National,,,,,,,,2022-11-28,,,92.0%,89.6%,72.3%,43.1%
NSW,,,,,,,,2022-11-28,,,91.5%,89.4%,70.4%,44.6%
Vic,,,,,,,,2022-11-28,,,93.2%,91.0%,74.4%,40.8%
Qld,,,,,,,,2022-11-28,,,86.8%,84.4%,65.3%,46.2%
WA,,,,,,,,2022-11-28,,,91.0%,88.4%,83.5%,37.4%
SA,,,,,,,,2022-11-28,,,89.2%,86.5%,76.2%,47.1%
Tas,,,,,,,,2022-11-28,,,91.4%,88.9%,74.7%,49.7%
ACT,,,,,,,,2022-11-28,,,94.7%,92.6%,80.8%,48.9%
NT,,,,,,,,2022-11-28,,,83.6%,80.0%,79.7%,25.9%
National,,,,,,,,2022-11-29,,,92.0%,89.6%,72.3%,43.1%
NSW,,,,,,,,2022-11-29,,,91.5%,89.4%,70.4%,44.6%
Vic,,,,,,,,2022-11-29,,,93.2%,91.0%,74.4%,40.8%
Qld,,,,,,,,2022-11-29,,,86.8%,84.4%,65.3%,46.2%
WA,,,,,,,,2022-11-29,,,91.0%,88.4%,83.5%,37.4%
SA,,,,,,,,2022-11-29,,,89.2%,86.5%,76.2%,47.1%
Tas,,,,,,,,2022-11-29,,,91.4%,88.9%,74.7%,49.7%
ACT,,,,,,,,2022-11-29,,,94.7%,92.6%,80.8%,48.9%
NT,,,,,,,,2022-11-29,,,83.6%,80.0%,79.7%,25.9%
National,,,,,,,,2022-11-30,,,92.0%,89.6%,72.3%,43.1%
NSW,,,,,,,,2022-11-30,,,91.5%,89.4%,70.4%,44.6%
Vic,,,,,,,,2022-11-30,,,93.2%,91.0%,74.4%,40.8%
Qld,,,,,,,,2022-11-30,,,86.8%,84.4%,65.3%,46.2%
WA,,,,,,,,2022-11-30,,,91.0%,88.4%,83.5%,37.4%
SA,,,,,,,,2022-11-30,,,89.2%,86.5%,76.2%,47.1%
Tas,,,,,,,,2022-11-30,,,91.4%,88.9%,74.7%,49.7%
ACT,,,,,,,,2022-11-30,,,94.7%,92.6%,80.8%,48.9%
NT,,,,,,,,2022-11-30,,,83.6%,80.0%,79.7%,25.9%
National,,,,,,,,2022-12-01,,,92.0%,89.6%,72.3%,43.1%
NSW,,,,,,,,2022-12-01,,,91.5%,89.4%,70.4%,44.6%
Vic,,,,,,,,2022-12-01,,,93.2%,91.0%,74.4%,40.8%
Qld,,,,,,,,2022-12-01,,,86.8%,84.4%,65.3%,46.2%
WA,,,,,,,,2022-12-01,,,91.0%,88.4%,83.5%,37.4%
SA,,,,,,,,2022-12-01,,,89.2%,86.5%,76.2%,47.1%
Tas,,,,,,,,2022-12-01,,,91.4%,88.9%,74.7%,49.7%
ACT,,,,,,,,2022-12-01,,,94.7%,92.6%,80.8%,48.9%
NT,,,,,,,,2022-12-01,,,83.6%,80.0%,79.7%,25.9%
National,,,,,,,,2022-12-02,,,92.0%,89.6%,72.3%,43.5%
NSW,,,,,,,,2022-12-02,,,91.5%,89.4%,70.4%,44.9%
Vic,,,,,,,,2022-12-02,,,93.3%,91.0%,74.4%,41.1%
Qld,,,,,,,,2022-12-02,,,86.8%,84.4%,65.3%,46.4%
WA,,,,,,,,2022-12-02,,,91.0%,88.4%,83.5%,37.7%
SA,,,,,,,,2022-12-02,,,89.2%,86.5%,76.2%,47.4%
Tas,,,,,,,,2022-12-02,,,91.4%,88.9%,74.7%,50.1%
ACT,,,,,,,,2022-12-02,,,94.7%,92.6%,80.8%,49.4%
NT,,,,,,,,2022-12-02,,,83.5%,80.0%,79.7%,26.1%
National,,,,,,,,2022-12-03,,,92.0%,89.6%,72.3%,43.5%
NSW,,,,,,,,2022-12-03,,,91.5%,89.4%,70.4%,44.9%
Vic,,,,,,,,2022-12-03,,,93.3%,91.0%,74.4%,41.1%
Qld,,,,,,,,2022-12-03,,,86.8%,84.4%,65.3%,46.4%
WA,,,,,,,,2022-12-03,,,91.0%,88.4%,83.5%,37.7%
SA,,,,,,,,2022-12-03,,,89.2%,86.5%,76.2%,47.4%
Tas,,,,,,,,2022-12-03,,,91.4%,88.9%,74.7%,50.1%
ACT,,,,,,,,2022-12-03,,,94.7%,92.6%,80.8%,49.4%
NT,,,,,,,,2022-12-03,,,83.5%,80.0%,79.7%,26.1%
National,,,,,,,,2022-12-04,,,92.0%,89.6%,72.3%,43.5%
NSW,,,,,,,,2022-12-04,,,91.5%,89.4%,70.4%,44.9%
Vic,,,,,,,,2022-12-04,,,93.3%,91.0%,74.4%,41.1%
Qld,,,,,,,,2022-12-04,,,86.8%,84.4%,65.3%,46.4%
WA,,,,,,,,2022-12-04,,,91.0%,88.4%,83.5%,37.7%
SA,,,,,,,,2022-12-04,,,89.2%,86.5%,76.2%,47.4%
Tas,,,,,,,,2022-12-04,,,91.4%,88.9%,74.7%,50.1%
ACT,,,,,,,,2022-12-04,,,94.7%,92.6%,80.8%,49.4%
NT,,,,,,,,2022-12-04,,,83.5%,80.0%,79.7%,26.1%
National,,,,,,,,2022-12-05,,,92.0%,89.6%,72.3%,43.5%
NSW,,,,,,,,2022-12-05,,,91.5%,89.4%,70.4%,44.9%
Vic,,,,,,,,2022-12-05,,,93.3%,91.0%,74.4%,41.1%
Qld,,,,,,,,2022-12-05,,,86.8%,84.4%,65.3%,46.4%
WA,,,,,,,,2022-12-05,,,91.0%,88.4%,83.5%,37.7%
SA,,,,,,,,2022-12-05,,,89.2%,86.5%,76.2%,47.4%
Tas,,,,,,,,2022-12-05,,,91.4%,88.9%,74.7%,50.1%
ACT,,,,,,,,2022-12-05,,,94.7%,92.6%,80.8%,49.4%
NT,,,,,,,,2022-12-05,,,83.5%,80.0%,79.7%,26.1%
National,,,,,,,,2022-12-06,,,92.0%,89.6%,72.3%,43.5%
NSW,,,,,,,,2022-12-06,,,91.5%,89.4%,70.4%,44.9%
Vic,,,,,,,,2022-12-06,,,93.3%,91.0%,74.4%,41.1%
Qld,,,,,,,,2022-12-06,,,86.8%,84.4%,65.3%,46.4%
WA,,,,,,,,2022-12-06,,,91.0%,88.4%,83.5%,37.7%
SA,,,,,,,,2022-12-06,,,89.2%,86.5%,76.2%,47.4%
Tas,,,,,,,,2022-12-06,,,91.4%,88.9%,74.7%,50.1%
ACT,,,,,,,,2022-12-06,,,94.7%,92.6%,80.8%,49.4%
NT,,,,,,,,2022-12-06,,,83.5%,80.0%,79.7%,26.1%
National,,,,,,,,2022-12-07,,,92.0%,89.6%,72.3%,43.5%
NSW,,,,,,,,2022-12-07,,,91.5%,89.4%,70.4%,44.9%
Vic,,,,,,,,2022-12-07,,,93.3%,91.0%,74.4%,41.1%
Qld,,,,,,,,2022-12-07,,,86.8%,84.4%,65.3%,46.4%
WA,,,,,,,,2022-12-07,,,91.0%,88.4%,83.5%,37.7%
SA,,,,,,,,2022-12-07,,,89.2%,86.5%,76.2%,47.4%
Tas,,,,,,,,2022-12-07,,,91.4%,88.9%,74.7%,50.1%
ACT,,,,,,,,2022-12-07,,,94.7%,92.6%,80.8%,49.4%
NT,,,,,,,,2022-12-07,,,83.5%,80.0%,79.7%,26.1%
National,,,,,,,,2022-12-08,,,92.0%,89.6%,72.3%,43.5%
NSW,,,,,,,,2022-12-08,,,91.5%,89.4%,70.4%,44.9%
Vic,,,,,,,,2022-12-08,,,93.3%,91.0%,74.4%,41.1%
Qld,,,,,,,,2022-12-08,,,86.8%,84.4%,65.3%,46.4%
WA,,,,,,,,2022-12-08,,,91.0%,88.4%,83.5%,37.7%
SA,,,,,,,,2022-12-08,,,89.2%,86.5%,76.2%,47.4%
Tas,,,,,,,,2022-12-08,,,91.4%,88.9%,74.7%,50.1%
ACT,,,,,,,,2022-12-08,,,94.7%,92.6%,80.8%,49.4%
NT,,,,,,,,2022-12-08,,,83.5%,80.0%,79.7%,26.1%
National,,,,,,,,2022-12-09,,,92.0%,89.6%,72.4%,43.7%
NSW,,,,,,,,2022-12-09,,,91.5%,89.4%,70.4%,45.2%
Vic,,,,,,,,2022-12-09,,,93.2%,91.0%,74.4%,41.4%
Qld,,,,,,,,2022-12-09,,,86.8%,84.4%,65.4%,46.7%
WA,,,,,,,,2022-12-09,,,91.0%,88.4%,83.5%,38.0%
SA,,,,,,,,2022-12-09,,,89.2%,86.5%,76.2%,47.6%
Tas,,,,,,,,2022-12-09,,,91.4%,88.9%,74.7%,50.4%
ACT,,,,,,,,2022-12-09,,,94.7%,92.6%,80.8%,49.9%
NT,,,,,,,,2022-12-09,,,83.5%,79.9%,79.7%,26.5%
National,,,,,,,,2022-12-10,,,92.0%,89.6%,72.4%,43.7%
NSW,,,,,,,,2022-12-10,,,91.5%,89.4%,70.4%,45.2%
Vic,,,,,,,,2022-12-10,,,93.2%,91.0%,74.4%,41.4%
Qld,,,,,,,,2022-12-10,,,86.8%,84.4%,65.4%,46.7%
WA,,,,,,,,2022-12-10,,,91.0%,88.4%,83.5%,38.0%
SA,,,,,,,,2022-12-10,,,89.2%,86.5%,76.2%,47.6%
Tas,,,,,,,,2022-12-10,,,91.4%,88.9%,74.7%,50.4%
ACT,,,,,,,,2022-12-10,,,94.7%,92.6%,80.8%,49.9%
NT,,,,,,,,2022-12-10,,,83.5%,79.9%,79.7%,26.5%
National,,,,,,,,2022-12-11,,,92.0%,89.6%,72.4%,43.7%
NSW,,,,,,,,2022-12-11,,,91.5%,89.4%,70.4%,45.2%
Vic,,,,,,,,2022-12-11,,,93.2%,91.0%,74.4%,41.4%
Qld,,,,,,,,2022-12-11,,,86.8%,84.4%,65.4%,46.7%
WA,,,,,,,,2022-12-11,,,91.0%,88.4%,83.5%,38.0%
SA,,,,,,,,2022-12-11,,,89.2%,86.5%,76.2%,47.6%
Tas,,,,,,,,2022-12-11,,,91.4%,88.9%,74.7%,50.4%
ACT,,,,,,,,2022-12-11,,,94.7%,92.6%,80.8%,49.9%
NT,,,,,,,,2022-12-11,,,83.5%,79.9%,79.7%,26.5%
National,,,,,,,,2022-12-12,,,92.0%,89.6%,72.4%,43.7%
NSW,,,,,,,,2022-12-12,,,91.5%,89.4%,70.4%,45.2%
Vic,,,,,,,,2022-12-12,,,93.2%,91.0%,74.4%,41.4%
Qld,,,,,,,,2022-12-12,,,86.8%,84.4%,65.4%,46.7%
WA,,,,,,,,2022-12-12,,,91.0%,88.4%,83.5%,38.0%
SA,,,,,,,,2022-12-12,,,89.2%,86.5%,76.2%,47.6%
Tas,,,,,,,,2022-12-12,,,91.4%,88.9%,74.7%,50.4%
ACT,,,,,,,,2022-12-12,,,94.7%,92.6%,80.8%,49.9%
NT,,,,,,,,2022-12-12,,,83.5%,79.9%,79.7%,26.5%
National,,,,,,,,2022-12-13,,,92.0%,89.6%,72.4%,43.7%
NSW,,,,,,,,2022-12-13,,,91.5%,89.4%,70.4%,45.2%
Vic,,,,,,,,2022-12-13,,,93.2%,91.0%,74.4%,41.4%
Qld,,,,,,,,2022-12-13,,,86.8%,84.4%,65.4%,46.7%
WA,,,,,,,,2022-12-13,,,91.0%,88.4%,83.5%,38.0%
SA,,,,,,,,2022-12-13,,,89.2%,86.5%,76.2%,47.6%
Tas,,,,,,,,2022-12-13,,,91.4%,88.9%,74.7%,50.4%
ACT,,,,,,,,2022-12-13,,,94.7%,92.6%,80.8%,49.9%
NT,,,,,,,,2022-12-13,,,83.5%,79.9%,79.7%,26.5%
National,,,,,,,,2022-12-14,,,92.0%,89.6%,72.4%,43.7%
NSW,,,,,,,,2022-12-14,,,91.5%,89.4%,70.4%,45.2%
Vic,,,,,,,,2022-12-14,,,93.2%,91.0%,74.4%,41.4%
